RestaurantID,NumberOfReviews,Rating,Cuisine,Recommended
o26zm7tZ6z-UA1H9dmOXJA,213,2.5,cajun,0
PQcBI4ko_qUeR69kGWJ0eA,141,3,cajun,0
L6M-FgVm0-_HNKLCsnwIeg,131,3,cajun,0
tmNlOPsJHtvtxFWMjfYY9A,163,2.5,cajun,0
mzuH_l94kFbjleoVpJvwZA,107,3,cajun,0
T9zHnqrTWa2_bZLCF9MZSw,98,2.5,cajun,0
EQ1j7a9kj2uZx7dn9P827Q,43,3,cajun,0
w90E5FLWPedqh1NOFOuXbw,233,3,cajun,0
eNHQd5_gARyTsbcubTXBjw,393,3,cajun,0
DYzpeSntTyL7ARvX3vSp6A,162,2.5,cajun,0
3Mu-0edMf7UsGxcehRzsug,149,2,cajun,0
hxP4xUxB33oJXiB1dmPhLg,155,3,cajun,0
0KrOkhh3VjlnQSVROQM_Xg,225,2.5,cajun,0
w8ib1lWe3SvhxO50dIPIyQ,161,3,cajun,0
Facw6GpHJEBoufCJmjfbgA,110,2,cajun,0
z_tUJcOWFG6M3P7mfG4Tig,338,2.5,cajun,0
xEYTokDszdIUJYbwJo9_hQ,138,3,cajun,0
pycuwaHTaEKqZl0rF2NtKg,19,2.5,cajun,0
Bicb4oF4M8SSpmUql_9URQ,108,3,cajun,0
NnuOn_z0OjdE72VZ7uCaVA,57,3,cajun,0
BmcpuUZ5DnpkxD6eztflKg,22,2,cajun,0
tL4WyY9fjpY16-4g1asAXQ,14,2.5,cajun,0
s6aNhAU-q3iV1lf8nGL70Q,189,2.5,cajun,0
vFpJskNrmaZFvdwi8CjJ1g,20,3,cajun,0
IIvXlBTC9-Yy3k7H4t88IQ,174,3,cajun,0
fnfSx8MI_GoNxzOueN64UA,99,3,cajun,0
QNBCTH_a7LuGaL2Kq547pA,181,3,cajun,0
cq-HWNFt-R4PpNUfI1JtlA,48,3,cajun,0
3HLKGLhtPlr7uD-JScTq_Q,51,2.5,cajun,0
zzaVbMFc9VH6EbSHJqfbCg,375,3,cajun,0
XzMlAo_fhJkyeXRbp5fKnA,165,3,cajun,0
spl02EfkMXdMFnUXV3Wy0g,46,2.5,cajun,0
VCx3dEx8sP0EB8Ggi0yMTQ,39,3,cajun,0
M9djaDnuGGp6Xv1cH16tGg,58,3,cajun,0
NAns6YjRQlqg8a5XSqDF7g,27,2,cajun,0
VUozVuTQ4Qq4Uo9lb4EIJg,119,3,cajun,0
eVmkOQLSME1GU6Nx_HTGBw,116,2.5,cajun,0
fuUWO76l1oo-t7QFR1OLWA,233,3,cajun,0
Asi-_-GTsHUj1AztgQqodA,300,2.5,cajun,0
3DtpW9xL5N3ZNoLZtSftiw,187,3,cajun,0
8QVodl0JGDNyJmtBa8hChA,98,3,cajun,0
O4fJTI3e11PsKwIOYGZkag,178,3,cajun,0
36IP-lEkASIGcXrp2Fa2Pg,12,3,cajun,0
ogKW1k0UknvchuNsw7_5Hg,165,3,cajun,0
2AZdpFlCCNyxmL-d58ZRsA,110,3,cajun,0
bbgXa4v_eM3SPHJhxIIogw,18,3,cajun,0
zm_ngfMxyU6d85AaTIgI7Q,108,2.5,cajun,0
iDVj_rl8jK5DYvEMfIT4Mw,65,3,cajun,0
yx-SnlWviA2xkf2Qit5eNQ,120,2.5,cajun,0
hB634W8-6RA3zSbyafpXBw,170,3,cajun,0
N5xMhepvfbXDS6DL1c55Kw,122,3,cajun,0
jhFqstTMRBAdBHgoQ1nSTA,60,2.5,cajun,0
HriMcJVv9zHbZzyJP05c6w,96,2.5,cajun,0
Ag66rfFMa7lZsOdYvrdB-g,27,2.5,cajun,0
amhA3CxoQSQwJrEj_9zgCA,285,3,cajun,0
YRSNkSZkJphxeFrKeuzXyg,19,2.5,cajun,0
RsLs863308rBCJqwuGfNeA,143,3,cajun,0
mbXksQIk8AVWD-sw6apIig,140,2,cajun,0
pehKHPaU7Zgqf5SQ0MZmLA,169,3,cajun,0
H_ZhFvpCMQWjHbFViMetqg,13,3,cajun,0
aKWBuDgJfxmwkAJ-e3LhlQ,76,2.5,cajun,0
1lwldxdV-YgxYx7Jo0MFzg,108,3,cajun,0
r5DKG_JnbUyWNqRDEhkE9Q,36,3,cajun,0
7cISftD8dqwvCk0ZbuSXSA,144,3,cajun,0
7Smn3wAuZ0ZcS5eGiGi6RA,85,2.5,cajun,0
CURAzJJENZQ-QzBkv-HERg,58,2,cajun,0
h7tlu-BA8XyHQI-7mO0New,346,3,cajun,0
opCMbGK-fvGPRSBibPzu3w,189,3,cajun,0
Fh-IyDgmxoBEgPfN-YPtuQ,63,3,cajun,0
HPZ1K623Ve_yR6DLY4UbQA,322,2.5,cajun,0
AjhhJlrm_o9YROP6a6NtCQ,131,2.5,cajun,0
k9M4bq-6GUCF9OHif86S1Q,94,3,cajun,0
SNLHzjmVPgTYjhfcWY5Qxg,11,2.5,cajun,0
grGRfYOB3wMEIS9F8VMWpA,124,3,cajun,0
