RestaurantID,NumberOfReviews,Rating,Cuisine,Recommended
0CjK3esfpFcxIopebzjFxA,5036,4,chinese,1
xq0cX_DgxiJMXwhmEl9kUA,1038,4,chinese,1
6hacsz7FUwprKTjJb6KFog,1260,3.5,chinese,1
wfhMIiMh2A2psCGONOVSlg,992,4,chinese,1
bVkjBJlAIwKAj9Aw1KVWjA,644,4,chinese,1
ojbH3wnRu050hRhkmoxRiA,404,4,chinese,1
nI1UYDCYUTt23TpGxqnLKg,3376,4,chinese,1
uiQ6p_3biJD5S4PrF58t_g,837,3.5,chinese,1
qGgQMVExGERqGhZNDM2ROg,448,3.5,chinese,1
HScFap2SwbUlfC-QXVkxFA,1305,4,chinese,1
0k678lCWQyReNi0lARlOmw,470,4,chinese,1
NZb6ILmE0p4gQ5harzrAvA,327,3,chinese,0
M-odQWSEfsR2mVEw7nKG-g,1770,4,chinese,1
LwEzFDBX-nUHYHgAddfaxA,318,3,chinese,0
rEbwps11tIERRkwQrIXQog,734,3.5,chinese,1
neQM053ovAOrf1sVSAPI9w,768,4,chinese,1
X8ZS-dgiMIJvhwf9SaDnjw,940,4.5,chinese,1
H1jops1lmuhrq9lP7lEGJQ,1045,4,chinese,1
sR-KTsDa4vafaDak9Ik2sQ,150,3,chinese,0
rYw5rQbWRX9buZHZbxqWdA,1352,3.5,chinese,1
R26zweQ8-xoZS7iHkXQOvw,1290,4,chinese,1
_RhAY03oEBw9HNwUAJyBCw,385,2.5,chinese,0
MhceeLrM2_3mcKw5EGLY6A,2143,4,chinese,1
EFihj7vsRRXiF5la-UURyw,687,3.5,chinese,1
uaFHoq-a5XqxF-bsOK9_Qg,758,3.5,chinese,1
Gd3_3mxOvj2xYiqysV8rbQ,1457,4,chinese,1
SNhDVaf_n7VDZcfry8mYdA,912,3.5,chinese,1
bnDfFdiCcPzhuNWUJORvLQ,774,4,chinese,1
lynQoI3w_pzYfHGeuUU-Qg,476,4.5,chinese,1
NN3mOWF5e_pnR1ArqM2bHQ,1617,4,chinese,1
C7CFAdrczXxNhnN-MNJqmw,580,4,chinese,1
rGuXwUtNoDp0_GmspjYwcA,456,3.5,chinese,1
B7bxdtvLYR7Nmex4AIFd4w,503,3.5,chinese,1
zubN8Ve-RyoljRZV4NRxEQ,1137,3.5,chinese,1
Lbs8QBRN1U7IYBo5Mcv-RQ,1364,4,chinese,1
5uTJ_4fWfT1ImuwCLN9xGA,309,3,chinese,0
LpVbI-E9C-CSp7WhU5h2Iw,421,4.5,chinese,1
TU_BU9HLflYI2xlyqVQdRA,2149,3.5,chinese,1
kwqOmEwWJ0D9PyCdFGE3-g,522,4,chinese,1
Va_mnsEvBghHXvc7uZIWJQ,473,4,chinese,1
L37A2JWXfwR_PgKColA8xA,1248,3.5,chinese,1
s25mujxKWphsyFm0Ji1xYA,293,3,chinese,0
6kCo3xb87Sc3Aa5ZSWzNnw,187,3,chinese,0
SyvC0s3y0ZrtnLbwnvw7tw,1094,3.5,chinese,1
Qwd4Tv-CqgO2Yl9zZgkKOQ,245,3,chinese,0
B3_K2kUVbYOU0VaLcj_LTw,1437,4.5,chinese,1
#NAME?,1616,4.5,chinese,1
FH978pIP1TLRuPAH-MbWIQ,1938,3.5,chinese,1
gQ6DNeLNWQV-zwWyuFeBpg,137,3,chinese,0
8ig0yf0003DAp4YOGTlbVg,486,4,chinese,1
bSi2f2TaOr4RVTI5eFt0wQ,170,3,chinese,0
5yHuB6cT4Y82u22kOziobw,86,3,chinese,0
vQe7_ZW_jBSWKtgSiXGIOA,449,4,chinese,1
MYPes7EWP5aLiVG1Z_9eFQ,108,3,chinese,0
Vzx-7-jSEBz2g8NuGVhHvQ,549,3.5,chinese,1
Ece_DRuD1yQjRPJBAebRpw,220,3,chinese,0
PGeL1b4xNJggpZsHEGoxjg,324,3,chinese,0
B87c3bE_u53yNYO1cmHSIw,463,4,chinese,1
7hh2eP4HVkyjtpcqeITk3Q,113,3,chinese,0
2lJwfmyRKO8zFz5Xuiw11w,275,3,chinese,0
WRRs3smfm6rHP5k4Slzr3w,128,3,chinese,0
IhSVn0TaX8xXb3wcQ-fgcA,2224,4,chinese,1
tguMh2GgOcU9fu6WN3dqpw,819,4,chinese,1
Xf6e3HaP0AgMBxY7dEDkOA,1341,4,chinese,1
6LfskUyZzmcDSV6h5kOwGw,711,3.5,chinese,1
ev6e12vhY_0y4qE1cRhv0A,819,4,chinese,1
H_KyiRhwho8rdlw_R93_0Q,1705,4,chinese,1
PBUIaPtgnhmdHE3KHglK-g,1676,4.5,chinese,1
N_5VwtCoXPhHdlz1JQbIoQ,139,3,chinese,0
97q5nUQTuBo_h00XCxna2A,1353,4,chinese,1
Sj2StOWkhHIPE6_sS5RMCQ,186,3,chinese,0
JzD9nfJWHwnG-2Wk87muHg,1056,3.5,chinese,1
OfqANzeWRlZrdHQuG7pI0w,143,3,chinese,0
U74_3F7r3tMhd6dmTmDBxQ,656,4,chinese,1
MXYtu8-0eNkW6L4firJfcw,228,3,chinese,0
dTZ-q8CwEDo9iVKM0tydnQ,176,3,chinese,0
GJZnf3B-ADjlCV1NXsHvGQ,88,3,chinese,0
hWkbadE0u-Eiqg9SAm176Q,44,3,chinese,0
fUhBM10aNrkVGvHJ2Hbhqw,188,3,chinese,0
x_t-FtDa5HVgc-wecp0HBg,2019,3.5,chinese,1
RTFIMX31BPeZzx7kJJ1SCA,575,3.5,chinese,1
kWJF8L1u5jdlkLBItUu16w,630,3.5,chinese,1
d_TC6Om2EBTzHVm_lCgNtg,1090,3.5,chinese,1
b8a-8u_A51v2IzyjLVsx6w,2394,4.5,chinese,1
R18bhjYmKxpwfkwGFlWW2g,426,3.5,chinese,1
ItZ8CzZAGXGjB8_9HxDIXg,88,3,chinese,0
xEDD2ScBU3jHhWxlMC7dkQ,997,4,chinese,1
zYoL-o9YJpGTwJ-Gmj8AFA,224,3,chinese,0
xH7mEjh4Rn6KdHjXYNoOjw,551,4,chinese,1
inp9N7bo9zqQSa8h8UBhqg,185,2.5,chinese,0
6zM0c7vvoddgza_qvKkATw,1450,3.5,chinese,1
aSFBv64GBpMOFPqIleeQFQ,1450,4,chinese,1
kBZggrnSP1kcUMnsnfkTaQ,2871,4,chinese,1
eQKYZWnBjPUjINAnFmrmbA,356,3,chinese,0
XoxEVVf5Ci8nibQ-Q4P0nQ,105,3,chinese,0
56wxE888GknVcUeAXBfqFw,113,3,chinese,0
ryvBsB9FrBBZDak87iGS1w,762,4.5,chinese,1
1MqGlFP3b7H77fzUkJMKgw,481,4,chinese,1
pmJqb7-EckluXUk6Rtml6A,71,3,chinese,0
EP5F-WYOuJ22NrCyNWYccA,65,3,chinese,0
spJTHaNjEzKwoEiYWR1ggA,573,3.5,chinese,1
oe8GEFE4QLFAKt87y7zcgA,463,4,chinese,1
_usWsAYSKKV2q8xw-3ajrA,1555,3.5,chinese,1
fPW_GBZsnBNsIzK62sCHBg,825,4,chinese,1
IQ91FltwJmIPhS6fKKf2pw,48,2.5,chinese,0
8cyRl5HIQzbkYD7orq223g,698,3.5,chinese,1
J9UA6rzI5WW_cDGjwDnF5g,1128,4,chinese,1
i8ejDDR4COtukAAA1Ls5fw,1275,4,chinese,1
3K7Kc82bhU6-qjAjsBs3Fw,492,4,chinese,1
B3i4zs5wquFu1UZyzYJ-bQ,1749,3.5,chinese,1
ybQV8joopvU1_gG2RwLRog,72,3,chinese,0
P2bxlKAmRWZIpHdJ_JT3fg,588,4,chinese,1
4x_WyIOEdqxk01QH1HxYrw,1177,4,chinese,1
B98cXrMI16HslKLqg6Nb9A,444,3.5,chinese,1
53y6b_-YaptXhlm2-STzeA,451,3.5,chinese,1
84zvcPTAVCsSVtzCUtSDtA,870,3.5,chinese,1
LevaZe9HJHteg4nSp-pt2g,854,3.5,chinese,1
YHGGyH4hn_5UyV1rWgA5hg,494,4,chinese,1
mhhTORjUdXj-UIDjyGmhBg,730,4,chinese,1
2IHGMQVQ7zmb89WyiiH1AQ,800,3.5,chinese,1
01m-oqxaCifh0s0eU03bBg,54,3,chinese,0
kctef59qqlzJNqAc1ZGEvg,704,4,chinese,1
aPI3_mdisxIOo9EwBEJPZQ,39,3,chinese,0
hdiQrGDT8enOzpxaipBzNA,102,3,chinese,0
91rrB0aH3caC70oCkxAynA,550,3.5,chinese,1
qpFoZi5PqY7KVWCRNOmFGw,218,2.5,chinese,0
NebgteFykeM1gwiVgPcCHw,473,4,chinese,1
LYp3izplqg0x-h9CBlb-MQ,185,2.5,chinese,0
bT4CDzyhV-frXV6ijvXnvw,455,4,chinese,1
j0tkph2po_37gtZ1ufxiow,79,2.5,chinese,0
AeLz0uoZH3hxmkcXlwUIGg,83,3,chinese,0
nxTEuWKzkK1tCF4LrhFSUQ,1203,4,chinese,1
IUvJ8jmojYu1FsOQ0PfFcg,1209,4,chinese,1
_WsfOuvObbp1tH4cBE-jNw,1091,4,chinese,1
GzY2EjCmGNgvRd7IE20fTA,183,3,chinese,0
ye-TSU-mu1Gd5TAJOpI5Mg,234,3,chinese,0
yUVcpgecpq1qncpa1x34Hg,16,3,chinese,0
kqJApXkfFn42SZZG7QTc4w,503,4,chinese,1
uuDvk4EsRUkeTj4jVKJOpw,940,3.5,chinese,1
Dj0jblwuWTftL1D7_Kun6Q,178,3,chinese,0
NZNPFJ405oo1z043hH4Fnw,1387,4,chinese,1
J9kON4T_XtDPDk6jRoR5xA,51,3,chinese,0
D-PPbfPcCNyKs7w0J4tMvQ,70,3,chinese,0
p2zm0HnXZkI2yCAuYLb45g,839,4,chinese,1
XkL6fOBtaIqVCMXVCY9row,700,3.5,chinese,1
BEuZGvNlbM4tXq7YICyM6w,589,4,chinese,1
zZecd370h2jxzh1kRJ4y2g,895,3.5,chinese,1
kB-lmHs7yNwLIlQyp0kMmQ,1694,4,chinese,1
xOL2SC34gdhKHSbyaDz9BA,133,3,chinese,0
FlZ1zdVEKWv7dwqm8Uw8-w,638,4.5,chinese,1
NXZFu7KHBrG02gzYneY5Xg,517,4,chinese,1
IFZ3_d01uflGixWrrD8_gg,413,4,chinese,1
MMotl_bi3-5JRra91A2jLA,420,4,chinese,1
TKfUaqizEuC1Qacr3MgmdA,13,3,chinese,0
Y1s36Tk63HIzAc76X_fAiQ,455,3.5,chinese,1
6uPtOyrxXV8y1y8pvLU2pA,52,3,chinese,0
mQX9JxLMlhVxaUMP9ADUHw,490,3.5,chinese,1
h3yz3w8ke1jIaGnqGln93A,34,3,chinese,0
U0EJ4URMoFHJEzAkMp4WWQ,123,2.5,chinese,0
Bjv99EWQdyJUGzAZYQ_WOA,807,3.5,chinese,1
5dzFMuClH9CDvfaUuIKWeg,38,3,chinese,0
sinDhwX8Egru_3FCI7bhkw,979,3.5,chinese,1
VbUy299ch56p4GYZTNDbvA,1104,3.5,chinese,1
yVDNPV0Yf3vQAsXTJett1g,36,3,chinese,0
9j5r0NlYKRkBTVvnAcUcwg,58,3,chinese,0
5rX_7IkvFx5MKqS3ikQe3Q,94,3,chinese,0
98SsKXNs37ohAQERZbBPJg,55,3,chinese,0
wxUTM-FkpCvnoTGJfSXkWg,29,3,chinese,0
ySIIdmS4oh-QL2dny7GscA,509,4,chinese,1
bK-Y2zCIMolqRDHsaYUCWA,225,3,chinese,0
entLjafiBAYOvbJYHRvyrw,17,3,chinese,0
ggJ8NWu0augmwCdbJu1n8w,86,2.5,chinese,0
KpBfFpjzsGvvqAzCasVW0g,1112,4,chinese,1
AjZ9hwJRu77jgWIrnhsGcg,11,3,chinese,0
D3LtTiVtIPOcUT_bjxztRA,469,4,chinese,1
dP6SmZ5E5Nj64-3zZMjGSg,38,3,chinese,0
_BL1-CT06HGkiA3jcucu2Q,14,3,chinese,0
EF0O_YwVCuWioswtEMrjpg,310,3,chinese,0
rJeh77RIvtmISisvVoy6TA,105,3,chinese,0
JRSAnPCs3jgiRVvE9j2S7g,60,3,chinese,0
F2KRHRtnIAZJezs9UC2u6w,42,3,chinese,0
XaEFFUabnbH8ZF7ccmSAlQ,46,2.5,chinese,0
svvP8Thiit_8TX-Lfeecrw,48,3,chinese,0
j9LAlbSiqGlvfAOt8LRRzQ,49,2.5,chinese,0
pnhnrLOs2WN7wpvxmjSm1w,53,3,chinese,0
EL6Qg5LzrfhDFnF7MUfGLA,36,2.5,chinese,0
WgQkB7cbPNgj0pLin7gQtw,70,3,chinese,0
ZUBqQZwMGZSOVbfpOI_uyg,953,3.5,chinese,1
iXmDaPsgylG1kHPLli15MQ,576,4,chinese,1
kZIwBwL0XKcs4ti7b64Odg,198,2.5,chinese,0
N0cfNApqwrPEqXgcf3NWmg,847,3.5,chinese,1
ulKoAGcGOdsXgr0o_l6avA,746,4,chinese,1
HM6cvh5A9LLBeb4Sca6fPA,61,3,chinese,0
ku3TyaUBEkuQtQXKq80Zlg,202,3,chinese,0
yVI01P3ApyLlkqtOfgki7A,14,3,chinese,0
LhBZsjkb6aKdLIq9w9_J2w,38,3,chinese,0
tVB11pOiDhPWlt_o6ylMNg,583,4,chinese,1
FtxaAg8ohX2vp9A3sQ2HQw,466,4,chinese,1
rtucksGJ2MebjJ0PqjIPaw,55,3,chinese,0
3TMP2pncE-0LwoDukbaqlg,134,3,chinese,0
c9I4-T9wTlMmJEHb4obEdQ,41,3,chinese,0
nrsWSUJdNtOhV2UzPi-oOQ,20,3,chinese,0
__r8_g1cgDaiDn10cGeJ3Q,29,2.5,chinese,0
5KDfEi17KRFD1TrzZyT4lQ,22,3,chinese,0
gNS0joGKALsNXFqKmZuurg,62,3,chinese,0
UA2M9QFZghe-9th2KwLoWQ,4273,4,chinese,1
mpxgyGnJsomLOzKRsCK1TA,182,3,chinese,0
UFeM5FPHjl1y8RQ4tvBSog,69,2,chinese,0
TxaxeiUqQqcFrWrerNqgXw,33,2.5,chinese,0
51DwJDP5TOlsCQYc0GQdVQ,50,3,chinese,0
VooUbgaG0F2FeQZfgBbjkg,159,3,chinese,0
2dmgtQTFM7koKllEQsZmhQ,13,3,chinese,0
EVQQ1Fs1YNlKd4HuxmzlJQ,12,3,chinese,0
XOnspIaW6mYVmrvgqOaYSQ,486,4,chinese,1
y8Z9Tos6qtDVd0X0QVm70g,32,2.5,chinese,0
Ex_qolTE5syJ8so0NscfGw,38,3,chinese,0
GkA6N9au7PGE-TisR_H4jg,16,3,chinese,0
#NAME?,903,4,chinese,1
kxykwx5qTWBhlMh18MQ82Q,921,4.5,chinese,1
w0KRT7v9_hsVkcRVMsD2Jg,13,3,chinese,0
wSGZA3DOFSUvALZRKCM_Sw,495,4.5,chinese,1
7qvHljqtI4UZEXwpPp3Yug,59,2,chinese,0
mL43TXtc0WlFCfhlN0ziHQ,2,3,chinese,0
nrxSzq-VxLqD7aFkE4SH3Q,539,4,chinese,1
OHqazo2j-RLZnLWo_YRnDw,27,2.5,chinese,0
JbAdL2vOd-8O_Xa2wRktug,15,3,chinese,0
R0y03SFOY0BdHRUT1LSO0Q,513,4,chinese,1
9L80a4aMA4M1e50gMf-6YQ,68,2.5,chinese,0
ud4-0gH8YlAExTBJoADPtw,470,4,chinese,1
RI-tVET-wKFeRNKm4cg0wQ,1384,3.5,chinese,1
rHA9M0XOJL6O11xaEiDurA,47,2.5,chinese,0
xK8VkEUjAdfrtUBHhvs4Ww,470,3.5,chinese,1
cdoYC58vXUvaTkp3Cl-wnQ,510,4.5,chinese,1
FK5RnNOUxxIImPVcAHGM4w,16,3,chinese,0
e03tT0hH6qU-_dR8pwFa0Q,51,3,chinese,0
34vaEo6IX8c4jr7WkY8ddw,408,3.5,chinese,1
MC06EqjcXFqnL70EJQI3wg,166,2.5,chinese,0
lt3Leywt1pzy23OzDqYRVA,157,3,chinese,0
qByYLfBKtNUIAui0eu-fNQ,970,4,chinese,1
S-jThCG_S-7_xtm75nkB2Q,254,3,chinese,0
DIqsYe-HJS8etyDyXNovBg,585,4,chinese,1
5ccJFGa6crpptt9tW0YKAA,131,2,chinese,0
Wi367ViFEqzj_b308MqdOA,12,2,chinese,0
2eR8ftw-GiTEwg3Y7Rm-MA,523,3.5,chinese,1
lRSiXYB09Z5x1iINqQ7rHA,675,3.5,chinese,1
PUwrkoUztUYs4VdHlK9qBg,46,3,chinese,0
lFw3pv2MQ588kSfWodSIAQ,15,2.5,chinese,0
o60py9C4coDw1Ucic_rVTw,82,3,chinese,0
DijUyfUGs6WoN4dp0_OANQ,887,4,chinese,1
dSTqi-b2mXb-cZhUHPezUg,548,3.5,chinese,1
8WnHtvMdPWE66eSkUdbLhQ,496,4.5,chinese,1
3rCA4ZFJoxCLosUB8CqlbQ,98,2.5,chinese,0
lZy5TNhzgG53zEjK1N1w1w,49,2.5,chinese,0
eS9mTLlWwu_Ap2ROMQWPxg,941,4,chinese,1
wcwftlB-61XG4ymGTR61aw,517,4,chinese,1
YCBjn0t4bMaQb8Bk7l37ng,42,2.5,chinese,0
4x5suSKSAOKYdTvKaRKxKQ,434,3.5,chinese,1
Ms6jgxyr0uW_aPbJoz_1Yw,38,3,chinese,0
tznio-FInuk87Y15Dgq5iw,732,3.5,chinese,1
8Rx82sRLaWA8FgdUkW_HnA,74,3,chinese,0
gcbznFthZ-elsQrYYXrcXQ,19,2.5,chinese,0
YIYetgfNE34G8JhQu98XQw,162,3,chinese,0
31yEM_YcyAqG6an7attTlg,15,3,chinese,0
U0SmczzYhahOeRxftjBPSg,89,3,chinese,0
1Duix1fA6zcJGdYAmBPkmw,744,3.5,chinese,1
XGn1UkkUAGkwRHnegq6Xig,24,3,chinese,0
ECKMWJwm_sihRQIP1ydeOA,32,3,chinese,0
xd_8cHyPO8sjIV8JMojHnw,84,2.5,chinese,0
F89nDDlYZ7wbRe8EpLCqBw,735,4,chinese,1
NL7yHrgnOVNtKNRPon5vGQ,138,3,chinese,0
tiSw-6DIm3-mMORyEIOVyg,1587,4.5,chinese,1
lBFq-P2OGDZy2aPEKgUMfg,24,2,chinese,0
hZPnCn69y31pkqy334tviQ,52,2,chinese,0
nHJkY0_wT0k_-MMi1eHwdg,89,3,chinese,0
dmX0ASRxBZJeMLFZ7WBK3g,160,3,chinese,0
kYJbGSjyXocbRrgMV-zExg,104,3,chinese,0
hUtNR4grA0l1a1YeDb1kjQ,78,2,chinese,0
JhJLPp6KuBcD3CHCkEKJ_A,887,4,chinese,1
vQcK7BH6maW9dAZWJOuW3Q,907,4,chinese,1
poRWXhCG1-mVxs1kuw_ZEg,161,3,chinese,0
2LcsDUTlvovnFz-SEcSJTQ,438,4,chinese,1
QgTR7mA2kd82KVrIJNuJ3A,27,2.5,chinese,0
z1OgXX3L9Ipl2mu-Hf4ADw,564,4,chinese,1
0fW6LvVCxI2cwJiYEvAdSQ,424,4,chinese,1
lxQ-tzFmL1tmUqZUN-CSRQ,740,4,chinese,1
EGnh2TcsbpH-Fbe8svXzsQ,415,4,chinese,1
#NAME?,495,4,chinese,1
4Vbzq9AD0wjSczpAvHUR9Q,52,2.5,chinese,0
XF9MChLaOvtaFV-bReLBqQ,92,2,chinese,0
k4QfaFoqtpEZ1LZylJZqww,409,4,chinese,1
IregrqaJgF9jEghC5yljFw,17,2.5,chinese,0
Mw3Se7wmcQzrxUQ-C3x54Q,602,3.5,chinese,1
urgY8rqEwAr1cpQdoufKAA,10,2.5,chinese,0
hQ1WItXONlYKd3yzDUPBYQ,26,3,chinese,0
J2ks4DGmJ286xUI8WzlYeg,40,3,chinese,0
XwB2qg5lN1oX2_ccyO515g,51,2.5,chinese,0
apykLG7DTZ-7xnOcZGDZZA,698,4,chinese,1
_Acmtq5Nnv4Xmqmz914CUg,11,2.5,chinese,0
LjBKkUSpMwrpo99hXgtHYw,753,4,chinese,1
OpOwJYqJRgRnoBKKPYwdTQ,4,3,chinese,0
oSAiyZF-xTqdRkwN5KrV_Q,569,3.5,chinese,1
vAlfZ1NitNxyhJlxmHoTyg,60,2,chinese,0
wtHvdNN_-O8D8t_04eyuPA,31,2.5,chinese,0
kLSWg3Qa4ZpPdSW_3IkNpA,62,3,chinese,0
dPZ9wSTz7QSAZAW0eZHlmQ,43,3,chinese,0
HFn1sPqKSzvxaMk2n2ZtJw,484,4,chinese,1
8ObY1IkKWvx99nIOqRBshA,33,2,chinese,0
uTXRhiUm5yXLLjC1oGy7ig,478,4,chinese,1
TUpKY3rsYnrYHkbuD46bxg,24,3,chinese,0
vGou_-nTIpcGZMexHi-7sQ,102,3,chinese,0
wCA2kvIfrkzhBQ225VKspA,178,3,chinese,0
BLYomPDQX5HkNWFJ2Lxfpg,88,3,chinese,0
a-Bq_yXFVk2PptoWpmry3w,577,4.5,chinese,1
fcIIwhu8x2w1eWy3SYNwGA,51,3,chinese,0
OCTiJwvjoK81WoDwsTkFvA,469,3.5,chinese,1
HvgrpROomwRg-pATqaV8oQ,411,3.5,chinese,1
BJT8aEHbK538gJ8Cx8AQVQ,69,3,chinese,0
XbQNANeO1E4-yanLZHgCmw,19,2.5,chinese,0
bVEvRibOk3dukWJ8TiU7GQ,24,3,chinese,0
fiNNzhD1BRLP8iA1r3m2Cg,436,3.5,chinese,1
X5HmML-G--nt4lc5VQC2uQ,33,2,chinese,0
VFm8KI_no47AOHUDYYGTVA,217,3,chinese,0
a-hVnSTC12MY5L3t9yOSJw,19,3,chinese,0
4jRVqVqkCNFwV8xxh2Jo3Q,14,3,chinese,0
J85NKgA4tOgBAoqxu0vBNw,202,3,chinese,0
jhFqmhHRDf7TZcITsKntJA,249,2.5,chinese,0
OLY3Ppf7PHFeT0j_O6ptVg,506,4,chinese,1
hfMtSdxRsC3JQP3yrm6nag,1051,4,chinese,1
RLJ5BUm89VySJWHHvmSzEQ,1324,4,chinese,1
6dSiCqC9x51PZRMOvdQTpA,774,4,chinese,1
S-BwjmHOZ--bC4nUR4-cmA,432,4,chinese,1
tLk55gBN_UV59tVrvBABUg,2,2,chinese,0
J09y1DfNu827r0roHY7HcQ,5,3,chinese,0
PSnNzN1rrIGM5Oj8Yu20Ew,1373,3.5,chinese,1
e30Hd_9Cc_7TU2vtWuuucA,95,2.5,chinese,0
hQwaJ8ZSI7w-SKreogRkjw,53,2.5,chinese,0
ATqzYWJLxhNlaXGjmHGNZQ,43,2.5,chinese,0
kgkjgqFn1kRw5qEY0FMiBQ,36,3,chinese,0
ME0627wYk0ikhX2yf1fN7w,550,4,chinese,1
us_Vxl1HYjbirIJ5aRtZew,499,3.5,chinese,1
zsIfJPwYV2WwXyXEKPd9Jw,18,3,chinese,0
iXV4FMZPru7BB_nwN_8mVw,567,4,chinese,1
KvZCCFD8RTyeNe7L4_mLog,37,1.5,chinese,0
nA0FWQ0jf9yOCeuBTERC_w,167,2.5,chinese,0
5NRZM0Z8pMOno5VgpCPFzA,766,3.5,chinese,1
YoGcGxo9JxE7NtmMtPaNng,34,3,chinese,0
1vhKvwPkhwuiZYFp8q5JCg,12,2,chinese,0
rHmeJVffuj96M7jbB-wWgw,774,4,chinese,1
tX_fGX09HCMvXTzHDZQoYw,20,2.5,chinese,0
ng1wpKuQOFjZNCOe5YTwHA,14,3,chinese,0
d74O9YD3anZwYmanGzRmJA,27,3,chinese,0
nJWMWfQvisB_M7ojHLANjA,2,3,chinese,0
1oBUB-3_kCYDsggJqWq_GA,30,3,chinese,0
uzqDuM_7lVDnbkr0dAoM1A,11,2.5,chinese,0
YGfpddz2ml_2h75wbzkh2A,358,3,chinese,0
dSaMEWm0EQTG4TOeUetU5w,104,3,chinese,0
Y7rizwe37H8O1RfKiXrf0Q,22,2.5,chinese,0
jB1V38PMXtWbOzg4j0deFQ,137,3,chinese,0
aGmsJ6_NWw5vnLS43MZLpA,52,2.5,chinese,0
qd5JBbRv6iFBuqaCkCEOvQ,5,2.5,chinese,0
5AD9nY8UrYlCVMb3Y6KeWg,923,3.5,chinese,1
IRQmUno4GQMvEDifCXO-cw,45,2,chinese,0
gpt2U4ecZSCLmgVQPtkzbA,459,3.5,chinese,1
B8uEWQoTILlTNajCmJVOcQ,478,4,chinese,1
9K8VhYvIA26AFMQY8S1soQ,330,3,chinese,0
HrbmGVNx8hmgH_GraPi_8Q,18,2.5,chinese,0
XH2CNWlLU2HXROsT5NkCmA,71,3,chinese,0
n61FbfvTddHBXF5WKWjF4g,258,3,chinese,0
Orb334SNTA7LEYW9XSVX5Q,220,3,chinese,0
1SVf6bO7gWm6HWlupMF15Q,13,2.5,chinese,0
SSvIOFoNkq3ARqWo5PbYwg,17,3,chinese,0
YTjUhZh-5IaNsTvzHsOUQQ,5,2.5,chinese,0
iQKKS_QwYcgrjFISuDClqQ,26,3,chinese,0
enT7NJ7tLMvUMCWQcsUonw,508,4,chinese,1
ji95gU2PjcRHFsaNQe6X1A,14,2.5,chinese,0
EPssbCqoPTIFzZf860lRFQ,16,2.5,chinese,0
mHoZXd8iKtNsKpJVtYjLHg,6,2.5,chinese,0
sooTvMm8hrbHtJkxnu943A,498,3.5,chinese,1
u4nEt-zMNnDNoZib_XuSlw,175,3,chinese,0
bRCNOrmz5S7q064UmIiZqw,183,3,chinese,0
8NRZxnwRcCY9O0V3hs3T4Q,10,2.5,chinese,0
Yrsdl3AaTwMXHZnv4eKQBQ,12,3,chinese,0
cPbR1NvEQaxtoeFtTF5eOA,9,2.5,chinese,0
rGmGim1ZDCxnF8n4NiKrYQ,498,3.5,chinese,1
2PY9Fty_6QRpnZGIxo34eQ,27,3,chinese,0
LU4mHDTgFxOuvuK1SFbJag,21,2.5,chinese,0
S-aX_Pz8F7nDL6kRThKcHw,417,3.5,chinese,1
sEShqxRbZuWqjXEVCGMK9g,75,3,chinese,0
_CkMiWf7QxS9SOBBTT2xyQ,75,3,chinese,0
9BKRqcbYtVfQlSZjQGO5HQ,21,3,chinese,0
e6ejRujpo-LIgiBRF2z8ww,2,3,chinese,0
cZ2Nkl7Z_sCvanOoruvxHQ,54,3,chinese,0
XzMVQtnifzlFoq6Uj4795g,56,3,chinese,0
cxvndpb_DjtZaeBj6Ed81A,207,3,chinese,0
h29589lPZcG4XPVJWlQN8Q,60,2.5,chinese,0
etnDT8OVTPJGz4MRhoPDNw,53,2,chinese,0
6whhXAV-C9L9oM9yAV6cbg,2,2.5,chinese,0
Y3UBu639SToFR0xHHBg1xA,9,2.5,chinese,0
AtgXB0K1_be528hPJjafAg,2,3,chinese,0
Zs4IZRR5eNH_DaKDNa37wg,12,3,chinese,0
JEQ00qBAepe0oSiUBdfIew,1875,4,chinese,1
rV3w5k9rvGl03XP4Fk2Puw,3,3,chinese,0
dDAlpjRdymf148x_9tL0pQ,65,2.5,chinese,0
xkYzEUPO6sR8bq5vWZSlpQ,24,3,chinese,0
jY24wzoHi-DSHYSybWao7w,38,3,chinese,0
Hkg4b2x8LlYbq2molIFdhw,493,3.5,chinese,1
4zBGXDXg9DzK0IROwCUeFg,512,3.5,chinese,1
N05331bMRnUwz48pRRvD7g,94,2.5,chinese,0
OUR0BM0Cn5gCyvO5JSfQ1w,17,1.5,chinese,0
i4cyV13lYIS4mcJKZW75cA,38,3,chinese,0
iCjntZ9WI6Vl_onP_JqZPA,9,2.5,chinese,0
gWaK8OEXawE43-Di0ykTNQ,82,2.5,chinese,0
b2mz9v_lYZ0J-cOqAd_aeQ,58,3,chinese,0
Rta-_ALLo7g9xTUi23pmRw,89,3,chinese,0
hFLwUehr6VL1wM76XysqRQ,18,2,chinese,0
kZQSQWuxSxrtR4r8TQC50w,28,2,chinese,0
QGvOaL14mWte55v71i3PIQ,988,3.5,chinese,1
d7LM2UaxRQachlWhZGP_tg,319,3,chinese,0
x0k5kFArHLijdY8-NEQ7Xg,1158,4.5,indian,1
sCC7-hSdCkNPExejZT9BAQ,1151,4.5,indian,1
NgD-6ogFGc_c4z5_Ur4k2g,1369,3.5,indian,1
kS2CP48K66yL2TwIhUqy_A,724,4,indian,1
